Date,Open,High,Low,Close,Volume,Ticker,Company_Name,Segment,Exchange,Currency,Daily_Return_Pct,Price_Range,Year,Month,Month_Name,Weekday,Rolling_Volatility_30d
2021-11-15 00:00:00+05:30,730.904612413564,735.4666251415645,727.3018149519153,728.6353149414062,9533594,HDFCBANK.NS,HDFC Bank,Bank,NSE,INR,0.27368303635550983,8.164810189649188,2021,11,Nov,Monday,1.1781090419434472
2021-11-16 00:00:00+05:30,727.582542163149,728.6118965466009,721.3126876112315,724.3072509765625,8245406,HDFCBANK.NS,HDFC Bank,Bank,NSE,INR,-0.5939959093516856,7.299208935369393,2021,11,Nov,Tuesday,1.1749927571905665
2021-11-17 00:00:00+05:30,719.113631524848,722.435701370795,715.183270430868,716.2594604492188,7598878,HDFCBANK.NS,HDFC Bank,Bank,NSE,INR,-1.1111017481176821,7.252430939926967,2021,11,Nov,Wednesday,1.1890762061861193
2021-11-18 00:00:00+05:30,714.0369490025669,722.2017597861827,713.6626071356496,720.2833862304688,9152874,HDFCBANK.NS,HDFC Bank,Bank,NSE,INR,0.5617972262071502,8.539152650533083,2021,11,Nov,Thursday,1.1880654840166667
2021-11-22 00:00:00+05:30,723.3714420794946,726.5063407477103,701.4036193856,709.0303344726562,15261272,HDFCBANK.NS,HDFC Bank,Bank,NSE,INR,-1.5623089429709358,25.102721362110287,2021,11,Nov,Monday,1.1891081186029722
2021-11-23 00:00:00+05:30,702.7839115916332,714.8557220008774,700.1402722718575,709.1239624023438,11235214,HDFCBANK.NS,HDFC Bank,Bank,NSE,INR,0.013205066854737879,14.715449729019952,2021,11,Nov,Tuesday,1.189693145630517
2021-11-24 00:00:00+05:30,713.0776758128465,718.8562137965511,708.422106222235,710.293701171875,30802286,HDFCBANK.NS,HDFC Bank,Bank,NSE,INR,0.164955470630046,10.434107574316045,2021,11,Nov,Wednesday,1.1901355034198347
2021-11-25 00:00:00+05:30,708.7729654824068,717.4290913331872,705.123332817624,713.989990234375,10251652,HDFCBANK.NS,HDFC Bank,Bank,NSE,INR,0.5203888273824786,12.305758515563184,2021,11,Nov,Thursday,1.129649542633881
2021-11-26 00:00:00+05:30,701.8481415514178,704.9830404037283,694.8296601359037,697.1223754882812,18624936,HDFCBANK.NS,HDFC Bank,Bank,NSE,INR,-2.3624441486296943,10.15338026782456,2021,11,Nov,Friday,1.1954367476688295
2021-11-29 00:00:00+05:30,699.4150593721698,705.4275467576333,684.0679578541319,702.4329833984375,12990996,HDFCBANK.NS,HDFC Bank,Bank,NSE,INR,0.7617899090438085,21.35958890350139,2021,11,Nov,Monday,1.1999177723981393
2021-11-30 00:00:00+05:30,699.5086305355009,715.4171880192514,695.554908948658,698.8302001953125,25221542,HDFCBANK.NS,HDFC Bank,Bank,NSE,INR,-0.51290063084658,19.862279070593445,2021,11,Nov,Tuesday,1.0352701180007564
2021-12-01 00:00:00+05:30,699.5085091034117,705.1467109030004,696.7478955371545,704.0237426757812,8677634,HDFCBANK.NS,HDFC Bank,Bank,NSE,INR,0.7431765941164681,8.398815365845962,2021,12,Dec,Wednesday,1.0490069690354977
2021-12-02 00:00:00+05:30,703.9536364032033,715.3235983422754,701.8480921268228,713.896484375,11203110,HDFCBANK.NS,HDFC Bank,Bank,NSE,INR,1.4023307881202207,13.475506215452583,2021,12,Dec,Thursday,1.0646007327967257
